,ID,Product_Name,Date,Rating_Score,Reviews,Link,Product_ID
141,141,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-02-13,5.0,"
Tastes good in my smoothies.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002DYIZH6
142,142,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-13,4.0,"
I used this supplement for the last 5 months based on the serving size. I can say body fortress did way better in taste, blending and gaining muscle. Besides, the company added %33 to the price for 5 lb whey protein only during 4 months!This is insane!
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002DYIZH6
143,143,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-02-09,5.0,"
nothing to dislike
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002DYIZH6
144,144,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-13,5.0,"
Easy to drink, easy to mix! I usually mix with water and a dash of oat milk, and it’s easy to chug and move on with my life after a good workout! 24g of protein in seconds. I like the double chocolate too, it tastes just like a slightly watered down chocolate milk imo!
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002DYIZH6
145,145,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-02-04,5.0,"
Best product in the industry so far
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B002DYIZH6
146,146,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-14,4.0,"
It mixes okay. Tiny chunks, better than alot of other powders out there, flavor is decent to me. Price is about average. I'd give it another star if the ingredients were more quality
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
147,147,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-30,5.0,"
Oh, who am I kidding? I have like 2-3 shakes per day. This stuff is great: tasty, filling, mixes easily, and has no crazy ""best protein out there claims."" A longer review is unnecessary, but I want to leave some taste recommendations:- French Vanilla: Ok, but Vanilla Ice Cream is better straight (both are good in fruit smoothies)- Van. Ice Cream: Very tasty- Rocky Road: Pretty good, not my favorite, but good- Mocha Cappucino: Delicious, one of my favorites- Coffee: Delicious, one of my favorites (but 5lb tub only)- Chocolate Hazelnut: Pretty good, not my favorite, but good- Chocolate Malt: Pretty good, not my favorite, but good- Cookies and Cream: Delicious, one of my favorites (usually a bit more expensive)Hoping to try Chocolate Coconut next.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
148,148,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-02-01,4.0,"
Mixes well. Tastes good. Haven't used it much.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
149,149,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-17,5.0,"
Amazing rich taste , always look forward drinking it after the gym and in the morning. Blends a little tough with a  shaker bottle sometimes  but it does the job and makes me feel great.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
150,150,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-29,4.0,"
Powder tastes good, mixes well… just no measuring scoop in the container
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
151,151,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-28,4.0,"
It’s harder to blend than the 2-pound one. No idea why
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
152,152,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-06,4.0,"
I’ve really enjoyed this brand , I got the vanilla cake flavor before and it was great. The strawberry banana was on sale though so I decided to give it a go. I tried it on its own with just some almond milk and that medicinal flavor was definitely there. But I typically use it to make protine shakes so I mixed Greek yogurt, almond milt, strawberry’s and banana and it tastes great! A lot like a gogert. The Greek yogurt especially takes away that gross medicine taste so if you have this give it a go !
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
153,153,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-15,5.0,"
I've used this Whey for years, on and off over the past decade. And WOW they have stepped it up. I remember first taking this and it was difficult to mix and the flavor was mediocre at best. BUT NOW, I am absolutely blown away how good this stuff tastes. I realized that I've been taking it throughout the year (2022) and it usually lasts me 2-3 months and I'd be taking it with my morning shake after workouts 4-5 times a week. I was worried that maybe I just got lucky with a flavor, I was doing a unflavored one first, then did vanilla, then I went out on a limb and tried strawberry and was worried. Wow, best decision ever. I love this product and will always be a customer.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
154,154,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-30,5.0,"
This protein is still the best on the market after so many years !
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
155,155,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-02-08,5.0,"
Good brand
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B002DYIZH6
156,156,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-02,4.0,"
I have been buying this product for over a year now.  The last batch isn't as chocolaty.  It also tastes a bit chalky and foams a bit when shaken to blend.It's too bad when a manufacturer takes a really good product and tweaks it a bit to save a few pennies.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
157,157,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-16,4.0,"
I bought this for my teenage boys. They like it! We've tried a few flavors and they seem to like all of them. Blends well.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
158,158,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-22,5.0,"
I love this protein powder!  I mix mine with a banana and unsweetened almond milk.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
159,159,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-25,4.0,"
Better than the regular milk or dark chocolate flavors of this brand.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
160,160,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-26,5.0,"
Great product, works as stated. Definitely a genuine product .
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
161,161,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-25,5.0,"
Gold Standard Whey does the job. Good taste and good nutrition.Very satisfactory product.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
162,162,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-21,5.0,"
Tastes good, and keeps you full for a bit. Was so concerned about the amount of sugar, didnt see it had 25mg of cholesterol. Blah!!!!
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
163,163,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-18,5.0,"
This stuff is the best tasting protein powder I have ever tried the vanilla flavor literally tastes exactly like a milkshake.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
164,164,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-10,5.0,"
I’ve been buying Optimum Nutrition protein powder for nearly two decades and it’s the only protein powder I trust.It’s high-quality protein that mixes easily and tastes great. When tested against numerous other protein powders, this is one of the only ones that actually had the claimed levels of protein (look up the ‘Reddit protein powder analysis’ if you’re interested in the results).The addition of BCAAs is a nice extra to have.ON 100% Whey Protein is the best protein powder out there and the only one I’ll put in my shaker. This is the stuff you want.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
165,165,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-30,5.0,"
Lo mejor.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B002DYIZH6
166,166,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2015-10-28,5.0,"
When I first ordered this, it was for a fitness and nutrition plan that I needed 2-3 daily protein shakes to supplement (recommended by a team athletic trainer). I was very hesitant about this because I needed to drink so much of this daily for up to six weeks straight. Fortunately, this stuff is great!Flavor is an opinion, I got the double rich chocolate and was very happy with it (happy enough to order a second jug). It dissolves completely in a shaker bottle. During the nutrition plan from our trainer, I mixed this with cold water. It was satisfying as a single serving without sitting hard on your stomach, and it kept me from getting cravings for sweets or snacks.Fast forward a couple months, and now I'm pregnant and have developed gestational diabetes. I had about 1/5 of the jug leftover, and as I've learned to control my blood sugar through diet I've discovered that this product is excellent for controlling those glucose readings, killing the random pregnancy-cravings for sweets, and most importantly, I can have a shake (made with milk, yum!) at night when I take insulin.That said, learning all this new information about diabetes, I made a mistake in timing my insulin last week. Within one hour, my blood sugar dropped over 100 points and was in the 40s, which is very dangerous. I have never experienced something like this before, so it took several minutes to figure out there was a problem with my blood sugar. I did a meter reading and an alarm preprogrammed into my meter went off. I was alone, dizzy, sweating, confused, and a little groggy but I remembered a couple things my doctor told me: drink a big glass of fruit juice, then hit the protein. I swigged back some of my kid's juice in the fridge, then turned around and sitting right there was a clean shaker bottle with a waiting scoop of double rich chocolate whey I had set up for the next morning.I was shaking so much at this point and barely conscious, I couldn't get the shaker cap on completely, but I held it on as best as I could, shook it for maybe 10 seconds, then drank it as fast as I could. No joke, I was starting to lose consciousness so I dropped everything, grabbed the phone, and went to wake up my husband. All I could get out was I needed help before hitting the floor. He immediately called the high risk OB practice I see and the on-call doctor was able to walk him through how to read my meter's logbook, how to check my levels, and told him to get me to drink juice and some form of protein.This took about ten minutes, so as I was stretched out on the floor my sugar levels started to come up enough that the fog was lifting. I told them what I'd just had to drink, so my husband read the label of the whey protein to the doctor. Her comment- ""that's perfect, I couldn't recommend anything better at this moment"". When they did the next meter reading about 15 minutes after drinking juice and protein it was already up into the 90s, and over the next hour it stabilized around 110 thanks to the protein.It's not that this stuff saved my life, it's not that it even played the biggest role in the weight loss I experienced earlier this year. That was all effort and hard work... but the outcomes in both situations were notably more positive because of this. I shared the label with my doctor during a follow-up (this product is not available in stores locally). The doctors, nurses, nutritionists, and counselors were all very impressed with the nutritional content and values. They have actually recommended two shakes for the duration of pregnancy, and if I'm diligent 24/7 with my diet and taking the insulin properly, my blood sugar has been excellent since then.I would highly recommend this to athletes, those that are looking for a way to curb cravings, add protein if it's lacking, and of course as an effective tool to cope with gestational or type 2 diabetes. The carb load per serving is well under the recommended limits on diabetic diets, and best of all this stuff isn't gross. Choose your preferred flavor (the rocky road is also good). And be kind to yourself. Learn what is healthy for you. Do not use this product without also cleaning up the rest of your nutritional needs.And keep a scoop handy!
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
167,167,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-30,5.0,"
Have purchased many times over the years, protein powder is high quality. Mixes easily, tastes great (chocolate), and provides all the nutrients needed in a whey protein powder. Unfortunately, the cost has gone up way too high (+$80 in December 2022 for a 5-pound container).If the price comes back to normal (under $50), will purchase it again.Historical price comparison for 5 lb ON Whey Chocolate or Cookies/Cream as purchased from Amazon- October 2022 = $62.99- August 2022 = $62.48- May 2020 = $49.98- September 2019 = $55.21- February 2019 = $50.01- December 2018 = $40.59
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
168,168,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-11,5.0,"
This brand never disappoints. Tastes great. I cant decide which flavor is best. Noticeable difference in how i feel when i take ON compared to similarly priced store brands.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
169,169,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-02,5.0,"
This is a good blend to cut gas from whey without going full hydrolyzed. Chocolate and chocolate peanut butter are great flavors with milk. I don't like this brand with water. Dymatize is the only brand I've tried that tastes good with water TBH.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
170,170,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-07-10,5.0,"
Just a heads up: If you're looking for a weight loss supplement / a meal replacer, this is NOT the product for you! This supports weight gain, look into regular protein shakes if that's what you're looking for instead.Read the side of the container as well: Settlement causes it to look like there's less in the container than there really is. Weighed the container, and I got roughly 2lbs as mentioned, despite it looking half empty.Now, onto the review itself!As other reviews were mentioning, make sure the expiration date is on the bottom and NOT the side, otherwise it's not an authentic product and will probably taste like crap. Check the ""scoops"" that come with the product too (You really have to dig around with a spoon to find it).As for mine, I received an authentic product with 0 problems.So I don't have a blender or shaker.. YET. I mixed this with a spoon, and let me tell you it worked out pretty well! It still has chunks, so if you don't have a shaker or a blender yet, definitely accept this fate lol. I'd recommend purchasing a shaker! Amazon has some that are roughly $10.I know stuff like this isn't supposed to taste too great, but WOW this surprised me. I didn't want vanilla or chocolate because I'm getting very tired of those flavors and wanted to try something new. Pick something you'll be comfortable with for about a month or two. I read another review saying it tastes exactly like a banana laffy taffy and wanted to test this, and is absolutely does. If you just chucked a bunch of banana laffy taffies and blended them in milk, that's exactly what it tastes like.So that being said, it's a VERY strong artificial banana flavor, mildly sweet- but not overwhelmingly sweet. Genuinely, you can't even tell this is a protein supplement, and that's all I care about.I will be buying more of these in the future and trying out the other flavors, but overall I'd give this a solid 7/10. I'm not a banana guy myself, so I wasn't expecting to love this at the start.Blew my expectations though. I'd love to try the cookies and cream one some day.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
171,171,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-29,5.0,"
I've tried many other brands, generally because I can find them cheaper, but I always come back to Optimum. The always taste the best, and dissolve the best. I would definitely recommend this brand over anything from Muscle Milk, and anything that is pea protein based.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
172,172,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-20,4.0,"
Works like it should
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
173,173,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-27,5.0,"
No.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
174,174,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-10,5.0,"
I use this protein as well as Vega Chocolate, and Naked Chocolate and I like this one the most! This brand isn’t as clean as the others but it mixes better and tastes better. I love to put this in my coffee with oatmilk in the morning for a mocha like treat. Keeps me full until lunch time. I also use this to bake protein desserts - brownies, pudding, and cake! I will continue to buy this flavor because I can’t find anything else that is as satisfying in my coffee.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
175,175,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-27,5.0,"
Flavors are good and I love using this brand to build some gains.Every other day I'll have a shake with Almond milk to switch up the consistency to make it easier for me to enjoy consistently. Otherwise, the shake is perfect with just a cold bottle of water 8oz.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B002DYIZH6
176,176,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-06,5.0,"
Great product but the price swings have been out of bounds lately. It’s literally been changing by as much as $30!Keep this in your cart and buy when it’s low!
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
177,177,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-10,5.0,"
This is the only protein powder I've ever had that's just mixed into the water effortlessly.  There's no clumps or anything to swallow down, making it a smooth drinking experience.  Furthermore the price is actually very fair.  The taste is nice, thought I would say there's nothing that really yells rocky road since the chocolate flavoring in it is overpowering anything else they may have put in it.  Would buy again.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
178,178,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-22,5.0,"
Buen producto de buena calidad.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
179,179,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-01,5.0,"
This way has the problem that u get bored of the taste really easily, doesn’t taste bad but ye drinking it 2-3 times u will be dying to change the flavor. It’s good for beginners.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
180,180,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-08,4.0,"
There was no scoop in the canister.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
181,181,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-01-29,5.0,"
The only problem here is that the container is only half full it’s a huge container as you can see you only get half the mix in it there’s a certain amount of scoops in it but I use two scoops. I love the protein I love the flavor it’s got a little bite of coffee plus the wonderful chocolate and the chocolate is not over done. I have been on way for probably the last 10 years I had a lot of digestive issues and it really clears things up. It helps with my colon health and it digest easily. The problem is I wish they were stopped con us and give us the size the size of this container is huge to mail out the process and then again to recycle. There’s no need for this large container. Other than that this stuff really works. I used to buy da Vinci way but it got to where it was 70 or $80 for a very small container. This is good for the money I just had some this morning it’s Saturday morning and I feel fantastic. It really is a good value you can mix it with almost anything I can shake it up in a small shaker and it mixes very well. I really like it this is not a paid advertisement I receive no money from the company but I think I will continue to buy it. I’ve tried many other formulas this one seems to be about the best I bought the huge  bucket which is about $79 or 69 whatever the shipping is. But it is a good value and basically if I had this at the LA fitness Center it’s called med nutrition Center, I would probably pay about 7 to 8 dollars for 28 ounces which is still good but they make it with way  milk almond milk and I can’t even digest that anymore because of the sugar I’m not diabetic I’m very healthy and this stuff keeps me healthy. So try it out and of course if you don’t like it you can always resend it to Amazon I’ve had very good luck with Amazon products.  I am a nutritionist I am a certified Court Mediator which makes me neutral and I was training hi Harvard MindBodyMedicine which is mindfulness-based stress reduction and this really helps with my stress because it doesn’t bind up my colon. I really really enjoyed it. Try it and see if you like it because it’s all up to individual taste #Neuroguru
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
182,182,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-07,4.0,"
Overall great quality, my only real complaint is that I wish they had a neutral or unflavored version because for at least the French Vanilla the flavor has a really off-putting artificial flavor aftertaste. Easy fix is to just mix it with something else though so not much of a negative overall, hence 4 stars instead of 5.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
183,183,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-11-05,4.0,"
Read tagline….then blend with compatibly flavored creamer….then poor into coffeeOR….blend into milk….poor over cerealNeither my fitness level nor overall goals warrant “mass gainer” grade carbs be involved, however they DO call for a more balanced option than most protein supplements are able to offer….so I create my own balance.I do drink this one on its own with water at other points in the day, but it is a little light on flavor. But it blends EXCELLENTLY so I use a small amount of water to concentrate, down it quick, and then just have muggle water for the rest of the hydration.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
184,184,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-14,5.0,"
Good taste and easy to mix.  Low sugar low fat
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
185,185,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-21,4.0,"
Love the product but the chocolate hazelnut flavor misses the mark. It has an odd bitter taste to me.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B002DYIZH6
186,186,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-18,5.0,"
Makes excellent Chocolate flavored shakes.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B002DYIZH6
187,187,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-21,5.0,"
Iv been getting the double rich chocolate but decided to switch it up with the extreme milk chocolate and I wish I had done so earlier lol. Both are really good to be honest but I just prefer the extreme milk chocolate more. Better taste and mixes better.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B002DYIZH6
188,188,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2023-01-07,5.0,"
This is our favorite go to protein for breakfast smoothies. Taste great by alone with water too.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B002DYIZH6
189,189,OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate,2022-12-17,5.0,"
Great product and flavor, however the price has doubled in just a couple years.  You can find plenty of other protein products that are judt as good without having to pay this outrageous price.  I enjoyed using this product for years, but for that price no thank you.
",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/product-reviews/B002DYIZH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B002DYIZH6
